"","V1","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"8849","FBgn0030679",487.60158880795,-0.227717667823394,0.307065790484395,-0.741592436800498,0.458334307313281,0.858259923286143,"CG8206"
"8850","FBgn0030680",237.895585138186,0.213457812353743,0.405466996472624,0.52644928985769,0.598576076684451,0.9092214966644,"CG8944"
"8851","FBgn0030683",376.379688538905,-0.226057466094589,0.231605395592326,-0.976045767485044,0.329041784589091,0.76892019037169,"CG8239"
"8852","FBgn0030685",1139.82137298606,-0.280234874863923,0.227715205043494,-1.23063751851967,0.218458466350462,0.66443309466209,"Graf"
"8853","FBgn0030686",534.336274781529,-0.0419496070039442,0.202671555990997,-0.206983198993191,0.836022979639156,0.972909569833066,"mRpL3"
"8854","FBgn0030687",265.812482897742,0.153260258734715,0.336730925793098,0.455141619005571,0.649007357952776,0.923375710248074,"CG17209"
"8855","FBgn0030688",21.255778557667,0.866644564144829,1.07169781776524,0.808665045107586,0.418707839512981,0.83459626217723,"CG8952"
"8856","FBgn0030691",29.3067658261354,-0.17556326457232,0.61260643126763,-0.286584102959933,0.774430788084646,0.954258984641332,"Efhc1.1"
"8857","FBgn0030692",966.228523168423,0.257407721742251,0.185655924938878,1.38647727955354,0.165601213317958,0.593889680586562,"mRpS30"
"8858","FBgn0030693",601.353336110996,-0.0943723541667828,0.222929346592849,-0.423328537086422,0.672055576343168,0.929371128956109,"CG8974"
"8859","FBgn0030694",296.874299165556,-0.056600811872499,0.318241489150612,-0.177854911449688,0.858836921643678,0.979359538978006,"CG15602"
"8860","FBgn0030695",467.225961378829,-0.498877348950413,0.231794774397781,-2.15223725490159,0.0313786728133019,0.26365403804063,"PGRP-LE"
"8861","FBgn0030696",5.04431834537449,-0.194642643588268,1.72335587386536,-0.112943963890464,0.910074981157826,NA,"CG8509"
"8862","FBgn0030699",407.645087743458,-0.154863109045592,0.229831360908343,-0.673811913367869,0.500430899790116,0.872839028971812,"CG8578"
"8863","FBgn0030700",90.8662725817688,0.174380053850225,0.373416008306056,0.466986015519992,0.64050988337766,0.920101350935492,"CG15914"
"8864","FBgn0030701",762.268835990184,0.102043080381612,0.290557090498426,0.351198038934676,0.725439781250003,0.942095851075249,"CG16952"
"8865","FBgn0030703",2369.48854459949,-0.364439624544494,0.202964714439251,-1.79558119524059,0.0725611488056905,0.42020341096718,"MSBP"
"8866","FBgn0030704",265.034548128031,-0.240001961081861,0.371603990593859,-0.645854100485612,0.51837384747928,0.878828103942236,"CG15916"
"8867","FBgn0030710",300.770168296192,0.166108124805351,0.400006411811172,0.415263655533013,0.677948904148335,0.931009716612027,"CG8924"
"8868","FBgn0030711",487.802369887916,-0.145823658107015,0.276803149101217,-0.526813580627628,0.598323051082693,0.908996854623259,"Rrp47"
"8869","FBgn0030716",76.3701038211754,0.129709222246521,0.452843613625297,0.286432707327189,0.774546726785225,0.954258984641332,"CG9170"
"8870","FBgn0030717",276.154478101321,0.171610478079619,0.2422370228765,0.708440336831218,0.478671850706162,0.867578601877812,"CG8931"
"8871","FBgn0030718",2234.60793923891,0.0103651466481272,0.287510173669222,0.0360514082539986,0.971241367712246,0.995660410313559,"ND-20"
"8872","FBgn0030719",4120.67051767596,-0.0853179371164875,0.190915047861315,-0.446889535802668,0.654954819748178,0.925278144202797,"eIF5"
"8873","FBgn0030720",797.775333085331,0.294255938980179,0.290666893595331,1.01234762356474,0.311371871865711,0.755828235582984,"CG8939"
"8874","FBgn0030721",13.9546904604672,-1.10107339796012,0.977239351550611,-1.12671823562264,0.259861629899268,0.714619482222987,"CG12698"
"8875","FBgn0030723",77.9700302081343,-0.771372562963442,0.423462874027425,-1.82158250527881,0.0685183574450366,0.411463665631652,"dpr18"
"8876","FBgn0030724",1255.53143240965,-0.0245332185014511,0.210691894987832,-0.116441206733975,0.90730287923614,0.985983759731121,"Nipsnap"
"8877","FBgn0030731",881.546301008277,-0.477761129204565,0.251074901399676,-1.90286295659651,0.0570584296939522,0.369256873603227,"Mfe2"
"8878","FBgn0030734",1367.8733675444,-0.144063867267244,0.223765055160494,-0.643817539623939,0.519693758679893,0.879653922777282,"CG9911"
"8879","FBgn0030735",506.628035598367,-0.103954017297039,0.251862878800535,-0.412740526877587,0.679796729058584,0.931609212147807,"CG3632"
"8880","FBgn0030738",660.881845791722,0.236237428079117,0.232094569086193,1.01784987476973,0.308749305757795,0.755379328715477,"CG9915"
"8881","FBgn0030739",296.894584973564,-0.289026507074556,0.241925536468683,-1.19469201678083,0.23220738267843,0.682415034207241,"SWIP"
"8882","FBgn0030740",1245.65174904804,-0.130724410457219,0.184981713863813,-0.70668828678634,0.479760210201479,0.868147086103388,"CG9917"
"8883","FBgn0030742",19.8831164102665,-0.405313955480823,0.800207819435358,-0.50651086584835,0.612498063713932,0.914187786579469,"CG9919"
"8884","FBgn0030743",436.753954007519,-0.282460654157163,0.289708423589235,-0.974982538159304,0.329568921761273,0.769248509415629,"CG9921"
"8885","FBgn0030744",597.295054856582,0.139562312391663,0.201260102191907,0.693442519762743,0.488031886350576,0.869825538937761,"CG9992"
"8886","FBgn0030745",996.608984323635,-0.683577926233642,0.402895775172264,-1.6966619368033,0.0897605927761454,0.453564280906328,"CG4239"
"8887","FBgn0030747",15.2363347165488,1.25625368005165,0.896783425402647,1.40084399919368,0.161260728036675,0.590070645621877,"CG4301"
"8888","FBgn0030748",10.1564674081406,0.844447585260416,1.32761190494258,0.636065089591781,0.524733998439044,NA,"Traf-like"
"8889","FBgn0030749",1182.81228832725,-0.488064888072263,0.195594298715171,-2.49529199612814,0.0125853517717046,0.152827178958087,"AnxB11"
"8890","FBgn0030752",1061.23091868247,-0.330465101279131,0.230409062931057,-1.43425391811958,0.151499815475375,0.571220132388321,"CG9947"
"8891","FBgn0030753",714.203038461017,0.29848467860066,0.21268038088447,1.40344246779772,0.160484936653796,0.589194378899669,"rngo"
"8892","FBgn0030757",76.6460788867226,0.263722941416345,0.543652827519953,0.485094398606187,0.627609385236863,0.9163506851671,"CG9902"
"8893","FBgn0030758",669.935416947516,-0.104694503903267,0.204726963977814,-0.511386003431444,0.60908079371889,0.912750414374926,NA
"8894","FBgn0030759",251.428354942969,-0.160868271418605,0.389047979705476,-0.41349211359583,0.679246099279031,0.931609212147807,"CG13014"
"8895","FBgn0030761",335.668778818124,0.210682022337149,0.273391786407295,0.77062308676413,0.440930372827536,0.847490658817467,"CG9784"
"8896","FBgn0030766",374.049246021273,-0.549951492479518,0.363290634944826,-1.51380586114762,0.130075085642857,0.538357678539081,"mthl1"
"8897","FBgn0030768",196.140125834298,0.215514573131175,0.344824027347797,0.624998712499238,0.531971903112735,0.882110959954905,"CG9723"
"8898","FBgn0030769",132.85224481672,-1.15611467697475,0.516914805622316,-2.23656715652186,0.0253146435110805,0.233887990129549,"CG13012"
"8899","FBgn0030774",39.7328314041847,2.91991187026911,1.18369580104855,2.46677555811431,0.0136335782932204,0.160593893628316,"spheroide"
"8900","FBgn0030775",72.6646659143354,3.55749640159273,1.25316044884109,2.83881956606806,0.00452807533744121,0.0802248757531081,"CG9673"
"8901","FBgn0030776",43.7817631814973,3.8121333378111,1.44733781547691,2.63389327429062,0.00844120164034778,0.119643654725323,"CG4653"
"8902","FBgn0030778",6.9304606856476,0.90410423890782,1.11438794936567,0.811301162600019,0.417192742576488,NA,"CG4678"
"8903","FBgn0030786",546.501197346405,0.310434332996151,0.218410777764567,1.42133248264323,0.155220124582667,0.578712029815326,"mRpL22"
"8904","FBgn0030787",209.254777149252,0.394242795216463,0.371658537335628,1.06076614852638,0.288796189808375,0.739715682894585,"CG9609"
"8905","FBgn0030788",342.299864961507,0.131018586922108,0.24605805166471,0.532470228207122,0.594400356422505,0.908717312139158,"Sap30"
"8906","FBgn0030789",291.152984659114,0.419121049556135,0.284992405470096,1.4706393627044,0.141388672828065,0.554693210217421,"Rrp45"
"8907","FBgn0030790",587.114317378496,0.20444455314867,0.263705873888675,0.775274930868539,0.438177219493018,0.845361459594687,"CG4768"
"8908","FBgn0030791",1285.98964121343,-0.2250259068495,0.194249513369975,-1.15843742898293,0.246685572267401,0.701028501541558,"CG9132"
"8909","FBgn0030792",713.960744583328,0.0783659212428638,0.216695553717086,0.361640651589819,0.71762058231349,0.939702021183989,"CG4789"
"8910","FBgn0030793",269.030282810719,0.107244649276006,0.294674958465571,0.363942188486085,0.715901179955753,0.939403640381716,"CG9125"
"8911","FBgn0030794",192.662640697419,0.376473836295609,0.420608813126336,0.895068825347057,0.370750297558415,0.802982733639794,"CG13005"
"8912","FBgn0030796",220.320809824716,-0.57164990612003,0.411750401772513,-1.38834085810039,0.165033276209943,0.593049753163411,"CG4829"
"8913","FBgn0030797",251.324511086438,0.280891839050434,0.320639169831974,0.876037195323427,0.381009813470634,0.810772765487122,"CG13004"
"8914","FBgn0030798",97.2272399893356,-1.23610653752115,0.482133343189306,-2.56382711335482,0.0103525097216619,0.135043500428018,"CG13003"
"8915","FBgn0030799",271.801952473804,0.00794595494776335,0.361079080661705,0.0220061348699619,0.982443061805409,0.998148127196687,"CG4872"
"8916","FBgn0030800",259.454078849291,0.138359151701456,0.282612186372192,0.489572489698801,0.62443644737956,0.916184383484382,"Nprl2"
"8917","FBgn0030801",145.921867420037,0.407366386428895,0.299404540236941,1.36058854052953,0.173643755017232,0.606021685213126,"Rcp"
"8918","FBgn0030802",246.313046075058,0.0192297688380956,0.255030196316655,0.0754019293237701,0.939894924203279,0.990412128538885,"DENR"
"8919","FBgn0030803",229.932058630917,0.722175194345179,0.342855818027646,2.10635245596721,0.0351737479054174,0.280111577933676,"CG4880"
"8920","FBgn0030805",122.510265481611,0.872426326366284,0.438773245290999,1.98833072829607,0.0467751244761474,0.33395565012201,"wus"
"8921","FBgn0030806",205.358059626956,0.0513711045421632,0.275838733667971,0.186236007753715,0.852259687772067,0.977159489550205,"CG13001"
"8922","FBgn0030808",610.647046648245,-0.0907795822212943,0.328806757777565,-0.27608794549991,0.782480519087158,0.956597688192651,"RhoGAP15B"
"8923","FBgn0030809",1440.97528098992,-0.155527663659028,0.40879384135081,-0.380455006721984,0.703607689340999,0.936098420051211,"Ubr1"
"8924","FBgn0030812",574.435511207344,0.192890838092704,0.377582003621609,0.510858134769602,0.609450398124733,0.912750414374926,"wcy"
"8925","FBgn0030813",384.537428697817,-0.196669736056162,0.243231303288458,-0.808570827016142,0.418762050813352,0.83459626217723,"CG4949"
"8926","FBgn0030816",4588.46080368768,-0.874821017847575,0.286314521677102,-3.05545458443136,0.00224719633553727,0.0486948860076573,"CG16700"
"8927","FBgn0030817",3104.40935900382,-0.447054373392535,0.25790199554476,-1.73342735269742,0.0830197394279273,0.442922769506885,"CG4991"
"8928","FBgn0030828",1283.46763014722,-0.784354856980432,0.390941811092698,-2.00632123432418,0.0448219859145292,0.325382779359378,"CG5162"
