"FBGN","Symbol","Genotype","Mean_expression","Norm_expression"
"FBgn0010431","mtrm","UAS-tkv",88.7516162679276,6.48786601444398
"FBgn0010431","mtrm","bam RNAi",5.13892496058583,2.61798603510294
"FBgn0010431","mtrm","bam RNAi; HS-bam",92.0851681213387,6.54047940679136
"FBgn0010431","mtrm","Young WT",323.372283287211,8.34150674030272
"FBgn0010602","lwr","UAS-tkv",266.967292883414,8.06591311107537
"FBgn0010602","lwr","bam RNAi",225.205063392723,7.82148741286821
"FBgn0010602","lwr","bam RNAi; HS-bam",144.170795333434,7.18160743880104
"FBgn0010602","lwr","Young WT",182.373183615117,7.51863886527153
"FBgn0011020","Sas-4","UAS-tkv",30.9111510902544,4.99598874494143
"FBgn0011020","Sas-4","bam RNAi",34.2007046958574,5.13753240588182
"FBgn0011020","Sas-4","bam RNAi; HS-bam",30.8919489628473,4.99512036033949
"FBgn0011020","Sas-4","Young WT",30.8549476526381,4.99344556154694
"FBgn0011202","dia","UAS-tkv",12.499140512917,3.75479564903561
"FBgn0011202","dia","bam RNAi",18.3752998089735,4.27614672938122
"FBgn0011202","dia","bam RNAi; HS-bam",15.9750756777466,4.0853461011492
"FBgn0011202","dia","Young WT",17.5687451213751,4.21480441590429
"FBgn0011205","fbl","UAS-tkv",29.4105987536888,4.92650231673038
"FBgn0011205","fbl","bam RNAi",32.7774169862152,5.07798710201837
"FBgn0011205","fbl","bam RNAi; HS-bam",22.8731169260076,4.57731503500319
"FBgn0011205","fbl","Young WT",32.9487773304917,5.08528771144868
"FBgn0011206","bol","UAS-tkv",1.33351112037578,1.2225023424993
"FBgn0011206","bol","bam RNAi",1.98632840046572,1.57837282443828
"FBgn0011206","bol","bam RNAi; HS-bam",4.83877050421521,2.54566460639715
"FBgn0011206","bol","Young WT",2.27094953876525,1.70970950300532
"FBgn0011207","pelo","UAS-tkv",59.4212161790288,5.91698331830765
"FBgn0011207","pelo","bam RNAi",60.0558300024225,5.93205715445723
"FBgn0011207","pelo","bam RNAi; HS-bam",59.8678823828037,5.92760926965708
"FBgn0011207","pelo","Young WT",95.1278303504416,6.58688226673875
"FBgn0011217","eff","UAS-tkv",461.010846871542,8.8517829127236
"FBgn0011217","eff","bam RNAi",553.611631132451,9.11533406219458
"FBgn0011217","eff","bam RNAi; HS-bam",1016.85383188559,9.9913146838415
"FBgn0011217","eff","Young WT",687.971666667264,9.42830084440368
"FBgn0011569","can","UAS-tkv",0.086835446284513,0.12013352380554
"FBgn0011569","can","bam RNAi",0.113892971051087,0.155610617281286
"FBgn0011569","can","bam RNAi; HS-bam",0.150421929078427,0.20216308147327
"FBgn0011569","can","Young WT",0,0
"FBgn0011606","Klp3A","UAS-tkv",30.5097369038271,4.97772580325334
"FBgn0011606","Klp3A","bam RNAi",31.171044687239,5.00769088013595
"FBgn0011606","Klp3A","bam RNAi; HS-bam",27.0763185627527,4.8112818731419
"FBgn0011606","Klp3A","Young WT",41.1726793974142,5.39823677954834
"FBgn0011692","pav","UAS-tkv",88.4292486375651,6.4826748498215
"FBgn0011692","pav","bam RNAi",115.895384398357,6.86907415611082
"FBgn0011692","pav","bam RNAi; HS-bam",51.953793601709,5.72666213726031
"FBgn0011692","pav","Young WT",60.263587532913,5.9369579470413
"FBgn0011708","Syx5","UAS-tkv",71.0473767946623,6.17087399851117
"FBgn0011708","Syx5","bam RNAi",69.7586220743816,6.14483404871262
"FBgn0011708","Syx5","bam RNAi; HS-bam",99.453808683008,6.65038845433294
"FBgn0011708","Syx5","Young WT",79.9411227563101,6.33880095604847
"FBgn0011726","tsr","UAS-tkv",2678.0926782081,11.3875287740464
"FBgn0011726","tsr","bam RNAi",2985.60227869303,11.544289413586
"FBgn0011726","tsr","bam RNAi; HS-bam",2295.76142597237,11.1653852905107
"FBgn0011726","tsr","Young WT",1871.75912188624,10.8709496337849
"FBgn0011761","dhd","UAS-tkv",851.711941856298,9.73591465084712
"FBgn0011761","dhd","bam RNAi",16.9334057627898,4.164577593718
"FBgn0011761","dhd","bam RNAi; HS-bam",733.247690097649,9.52012301169372
"FBgn0011761","dhd","Young WT",3797.57029816953,11.8912408053614
"FBgn0011818","oaf","UAS-tkv",43.5400046354854,5.47702980316105
"FBgn0011818","oaf","bam RNAi",41.0862494797862,5.39527704438575
"FBgn0011818","oaf","bam RNAi; HS-bam",38.3785305849707,5.29933737277671
"FBgn0011818","oaf","Young WT",57.4545682318918,5.86924387084981
"FBgn0011826","Pp2B-14D","UAS-tkv",25.7892231961424,4.74358084302095
"FBgn0011826","Pp2B-14D","bam RNAi",28.4683454379863,4.8810941544866
"FBgn0011826","Pp2B-14D","bam RNAi; HS-bam",42.6487067692477,5.4478670049796
"FBgn0011826","Pp2B-14D","Young WT",56.6289797015864,5.84872257248994
"FBgn0013750","Arf51F","UAS-tkv",74.204297289575,6.23274319696615
"FBgn0013750","Arf51F","bam RNAi",93.075918804464,6.55575356951451
"FBgn0013750","Arf51F","bam RNAi; HS-bam",174.395755806787,7.45447002791893
"FBgn0013750","Arf51F","Young WT",123.773733058655,6.96317044469186
"FBgn0013765","cnn","UAS-tkv",21.6289260252041,4.50009621042989
"FBgn0013765","cnn","bam RNAi",23.371822573642,4.60714223760376
"FBgn0013765","cnn","bam RNAi; HS-bam",26.2911001308731,4.7703586471163
"FBgn0013765","cnn","Young WT",28.3959024459636,4.87754316379668
"FBgn0014010","Rab5","UAS-tkv",113.638484837976,6.84094763669971
"FBgn0014010","Rab5","bam RNAi",166.109123818456,7.38464669354067
"FBgn0014010","Rab5","bam RNAi; HS-bam",198.422337968595,7.63968320969904
"FBgn0014010","Rab5","Young WT",167.533332309855,7.39689014380731
"FBgn0014133","bif","UAS-tkv",31.8064014469553,5.03590544737347
"FBgn0014133","bif","bam RNAi",27.287855580444,4.82211090927724
"FBgn0014133","bif","bam RNAi; HS-bam",42.9287842517023,5.45709466765492
"FBgn0014133","bif","Young WT",57.8371329593211,5.87865504293924
"FBgn0014342","mia","UAS-tkv",8.86811666057715,3.30277477123606
"FBgn0014342","mia","bam RNAi",10.5941961012333,3.53533088718946
"FBgn0014342","mia","bam RNAi; HS-bam",12.3652364548857,3.74041345654418
